mother,0.000190288424650784
father,0.0002235126298848107
son,0.00015037994558527625
daughter,6.750746689494052e-05
grandmother,9.92328188518903e-06
grandfather,1.4873552346484438e-05
grandson,6.27696941719166e-06
granddaughter,1.7932116731572529e-06
stepmother,1.2722714020479178e-06
son-in-law,3.1402647982753435e-06
older sister,4.696374010082071e-07
younger sister,8.290540400514407e-07
nephew,8.311263168700792e-06
stepson,3.643617239049238e-07
stepdaughter,2.4574059536641715e-07
mother-in-law,1.889946347469392e-06
older brother,9.90803773987016e-07
younger brother,2.659455528847372e-06
niece,4.296707098781891e-06
sister,5.00128117320877e-05
brother,8.405816057928033e-05
daughter-in-law,1.107496068489451e-06
father-in-law,2.279594130277541e-06
father-in-law,2.279594130277541e-06
aunt,1.835481384610518e-05
uncle,2.9704662084294723e-05
stepfather,9.099941844262502e-07
