Мать,8.900193682101028e-05
отец,6.49768505404042e-05
сын,4.679571870029923e-05
Дед,1.2837743511390228e-05
внук,2.693865045579171e-06
зять,2.5029200735727523e-06
дядя,1.0937301480346324e-05
племянник,2.3974687671914483e-06
пасынок,2.740771153022197e-07
свекровь,1.0382236945875298e-06
племянница,1.4039227500040583e-06
сестра,2.312567315192112e-05
брат,3.556587875425115e-05
Невестка,1.2033322233307838e-06
свекор,3.6030787827266526e-07
Тётя,5.837053983898819e-06
дочь,3.7382213921697877e-05
внучка,1.5068038705238683e-06
